user,split
39606,train
2223,train
91887,train
25686,train
51999,train
79656,train
62936,train
49139,train
63182,train
81790,train
88229,train
37608,train
58977,train
88925,train
69638,train
69763,train
49807,train
58523,train
21442,train
37717,train
36968,train
69647,train
13295,train
66604,train
35532,train
1515,train
9277,train
50297,train
64786,train
57622,train
35129,train
20464,train
4930,train
98703,train
97576,train
43751,train
49526,train
65864,train
41448,train
95185,train
81384,train
48441,train
52018,train
98885,train
42223,train
82295,train
68248,train
36305,train
54117,train
51641,train
20816,train
96450,train
88768,train
70441,train
14187,train
85585,train
30547,train
27943,train
53624,train
8410,train
40642,train
25841,train
98448,train
64789,train
24150,train
81643,train
14379,train
70054,train
33465,train
56810,train
37371,train
41717,train
96974,train
94236,train
22374,train
76412,train
29490,train
743,train
6560,train
51167,train
22442,train
25649,train
42393,train
74191,train
26985,train
98743,train
80057,train
29572,train
57296,train
37105,train
73548,train
8217,train
60789,train
28313,train
28092,train
17992,train
50803,train
68331,train
7113,train
51166,train
63688,train
51284,train
6610,train
60118,train
53734,train
64203,train
47246,train
3572,train
24291,train
96150,train
61557,train
82149,train
77496,train
20008,train
50157,train
21318,train
21974,train
23577,train
14754,train
23445,train
1000,train
61241,train
57865,train
32299,train
58297,train
46662,train
79089,train
88933,train
52859,train
96846,train
45963,train
95408,train
8331,train
14920,train
96109,train
42125,train
26870,train
505,train
4117,train
52479,train
89244,train
77394,train
31526,train
19312,train
12478,train
36149,train
95917,train
49565,train
96206,train
85996,train
16605,train
33911,train
81061,train
4459,train
17655,train
92403,train
148,train
71365,train
15747,train
17096,train
65562,train
3650,train
49867,train
80245,train
48232,train
69504,train
6466,train
50568,train
19783,train
38693,train
97145,train
65951,train
10565,train
96499,train
12257,train
34242,train
80820,train
53391,train
60540,train
53412,train
60045,train
26178,train
70038,train
91426,train
14359,train
49018,train
53614,train
83002,train
55961,train
39205,train
81701,train
98898,train
40850,train
77514,train
73077,train
67713,train
49147,train
29352,train
2800,train
24824,train
13154,train
38095,train
45788,train
54157,train
53573,train
86300,train
33376,train
56059,train
41284,train
91193,train
17701,train
57853,train
9733,train
25495,train
21133,train
11570,train
55241,train
92586,train
68343,train
76758,train
13779,train
12135,train
85368,train
29241,train
15241,train
36266,train
91971,train
99676,train
31875,train
10300,train
701,train
82348,train
74948,train
82341,train
49847,train
51646,train
45285,train
69194,train
93128,train
38030,train
22666,train
55796,train
60298,train
92445,train
11266,train
6663,train
45623,train
3359,train
46994,train
23401,train
33582,train
85446,train
15369,train
45845,train
47190,train
55501,train
81065,train
72077,train
59410,train
88591,train
29144,train
38647,train
4770,train
95464,train
80157,train
37199,train
21491,train
70842,train
89321,train
83482,train
50755,train
67079,train
34530,train
33777,train
16098,train
73889,train
98230,train
62311,train
42773,train
30880,train
41342,train
89270,train
79453,train
3161,train
6717,train
74965,train
49064,train
80409,train
57790,train
14214,train
46917,train
48274,train
45522,train
2430,train
55385,train
5849,train
42256,train
16083,train
4407,train
33117,train
50714,train
81760,train
3928,train
94439,train
51253,train
17197,train
96313,train
55670,train
13961,train
67604,train
19720,train
25809,train
90001,train
10119,train
52370,train
14148,train
69591,train
32650,train
79578,train
85546,train
2619,train
92037,train
33473,train
26126,train
26194,train
58632,train
62088,train
13676,train
26674,train
5181,train
13355,train
33530,train
51408,train
47158,train
19203,train
73710,train
97651,train
33712,train
70643,train
45419,train
41269,train
49381,train
14805,train
69823,train
64423,train
11107,train
25558,train
60854,train
94864,train
32994,train
23190,train
24890,train
86567,train
67728,train
32894,train
44463,train
26104,train
88838,train
50880,train
25704,train
18590,train
89025,train
58923,train
69090,train
29377,train
94968,train
80399,train
63531,train
27836,train
52545,train
20120,train
88329,train
89245,train
45222,train
74619,train
73300,train
37574,train
78550,train
92799,train
48141,train
21078,train
26583,train
88196,train
5120,train
37219,train
34193,train
24326,train
5778,train
52256,train
71860,train
99394,train
13260,train
80359,train
86810,train
25775,train
50453,train
1220,train
49279,train
66354,train
96172,train
862,train
45744,train
52995,train
30254,train
89915,train
95937,train
87541,train
41392,train
77961,train
50938,train
48473,train
45405,train
40500,train
61839,train
62499,train
99499,train
40244,train
43068,train
51916,train
16509,train
62467,train
79597,train
55896,train
46609,train
81965,train
75235,train
9658,train
67332,train
58914,train
94742,train
73745,train
65478,train
23128,train
38318,train
81468,train
56773,train
518,train
44165,train
71395,train
21505,train
83395,train
23146,train
66307,train
18056,train
96379,train
69233,train
64461,train
68088,train
28261,train
52914,train
23252,train
84822,train
13969,train
26482,train
60265,train
46440,train
54978,train
40073,train
23151,train
92271,train
7563,train
49858,train
24319,train
41098,train
9896,train
75060,train
65340,train
91706,train
67101,train
44543,train
9271,train
20755,train
58034,train
88588,train
59074,train
2749,train
47394,train
10667,train
79666,train
959,train
75489,train
9159,train
94106,train
86427,train
94265,train
18213,train
43289,train
31847,train
16100,train
53923,train
64042,train
664,train
33477,train
517,train
90604,train
97689,train
70762,train
18329,train
56975,train
29818,train
5643,train
52961,train
12204,train
83053,train
33738,train
91018,train
42548,train
46923,train
1439,train
80913,train
67347,train
55360,train
6674,train
55023,train
80730,train
72234,train
61148,train
39558,train
56251,train
53060,train
704,train
5609,train
9492,train
12064,train
83778,train
84066,train
69960,train
14090,train
90770,train
58877,train
23616,train
95596,train
87497,train
3046,train
85715,train
75572,train
54873,train
82220,train
28837,train
25166,train
91353,train
41388,train
44308,train
8800,train
16718,train
72797,train
4783,train
85663,train
54985,train
41659,train
24373,train
22161,train
93,train
29866,train
72614,train
91746,train
17021,train
31552,train
43814,train
93056,train
46084,train
98801,train
74351,train
48847,train
23906,train
67972,train
54129,train
75050,train
56382,train
41580,train
1388,train
61677,train
64857,train
72253,train
94588,train
49486,train
77298,train
31840,train
91047,train
54887,train
97368,train
51457,train
40370,train
84214,train
10705,train
52458,train
56234,train
26997,train
23624,train
50238,train
82886,train
69179,train
81215,train
99229,train
86918,train
9446,train
23305,train
28991,train
87175,train
34952,train
28386,train
37723,train
82888,train
68942,train
61729,train
13894,train
37129,train
40609,train
97567,train
69038,train
44069,train
56454,train
27546,train
43114,train
31038,train
44845,train
21384,train
33076,train
77407,train
4835,train
74095,train
27248,train
648,train
23827,train
30844,train
90324,train
42766,train
7134,train
89911,train
50796,train
24272,train
67651,train
46603,train
14529,train
8633,train
7496,train
45932,train
33164,train
11396,train
59328,train
88246,train
79393,train
75474,train
72519,train
43153,train
26835,train
51867,train
69727,train
37965,train
65068,train
96071,train
82349,train
84384,train
56841,train
71193,train
48052,train
790,train
65376,train
9519,train
48361,train
64103,train
38002,train
43029,train
55773,train
83865,train
94277,train
2154,train
89643,train
41340,train
65324,train
24802,train
90188,train
62421,train
25831,train
85319,train
40730,train
83629,train
581,train
10330,train
51787,train
37010,train
17439,train
56523,train
91257,train
11796,train
24936,train
26615,train
71408,train
98430,train
62171,train
35585,train
93402,train
18132,train
63842,train
10239,train
94678,train
19376,train
14065,train
50494,train
16525,train
64158,train
72317,train
79310,train
3585,train
82065,train
6957,train
19031,train
72361,train
67700,train
37912,train
87888,train
13609,train
97328,train
41265,train
92737,train
27633,train
73263,train
81713,train
50216,train
32780,train
50728,train
99554,train
13312,train
60609,train
55590,train
46009,train
77075,train
99350,train
85753,train
88091,train
42759,train
38454,train
17008,train
66921,train
76391,train
93911,train
98984,train
31,train
63345,train
51954,train
24203,train
57214,train
73542,train
45593,train
88150,train
98197,train
22366,train
79392,train
54186,train
77197,train
83955,train
44403,train
50231,train
79992,train
88609,train
79181,train
23371,train
86921,train
6263,train
31274,train
18914,train
84643,train
82591,train
88156,train
93054,train
52204,train
36640,train
65701,train
394,train
20436,train
53854,train
2982,train
27363,train
14467,train
62283,train
18797,train
25999,train
79850,train
63245,train
15662,train
87970,train
79814,train
86074,train
99377,train
25389,train
71438,train
14735,train
21632,train
60363,train
29140,train
91339,train
90123,train
15074,train
33662,train
59438,train
99073,train
83975,train
91630,train
26160,train
86628,train
66204,train
56538,train
97844,train
34569,train
19922,train
71632,train
9210,train
87845,train
4987,train
66222,train
13507,train
9393,train
736,train
3137,train
61965,train
10427,train
93121,train
70846,train
81030,train
93194,train
99331,train
59251,train
60875,train
63844,train
76546,train
51690,train
879,train
68612,train
49967,train
58218,train
70827,train
58734,train
13394,train
45478,train
70548,train
71647,train
78625,train
36025,train
81423,train
88964,train
23909,train
23910,train
73278,train
78921,train
22495,train
50923,train
56721,train
3414,train
4826,train
58834,train
96618,train
37254,train
98765,train
4262,train
82381,train
19353,train
61506,train
46525,train
82061,train
54337,train
35487,train
53536,train
55860,train
88666,train
68403,train
22270,train
70564,train
51705,train
56964,train
36253,train
32125,train
81617,train
96608,train
89729,train
39874,train
82074,train
86706,train
94714,train
53071,train
74654,train
18714,train
48666,train
43419,train
54273,train
65613,train
52929,train
69278,train
22799,train
43643,train
37970,train
96518,train
90510,train
89330,train
73355,train
44540,train
11359,train
82616,train
19692,train
25543,train
74964,train
63078,train
73390,train
20322,train
32389,train
61043,train
78841,train
16717,train
31004,train
68567,train
53338,train
9797,train
66832,train
14996,train
11887,train
81480,train
89740,train
53259,train
21705,train
84082,train
52701,train
33154,train
96726,train
71008,train
73735,train
1398,train
18331,train
24134,train
21523,train
20854,train
77532,train
29126,train
47671,train
40527,train
59207,train
23208,train
56782,train
83933,train
25020,train
22702,train
73818,train
99366,train
28925,train
22607,train
10064,train
98187,train
4681,train
15281,train
22853,train
2229,train
83186,train
96693,train
11661,train
46417,train
96641,train
25832,train
90395,train
45734,train
60224,train
74492,train
63468,train
7028,train
28139,train
26148,train
57850,train
27925,train
94744,train
44128,train
2623,train
79851,train
98075,train
60068,train
41789,train
6214,train
56054,train
17873,train
58666,train
57889,train
70621,train
2638,train
29167,train
58015,train
91579,train
73230,train
12143,train
99233,train
52398,train
80808,train
52812,train
12847,train
85401,train
12096,train
18440,train
57736,train
50094,train
61753,train
56889,train
27570,train
48424,train
52383,train
11931,train
13745,train
36790,train
82975,train
48296,train
51258,train
87394,train
69389,train
47442,train
12038,train
2673,train
17359,train
59840,train
93555,train
345,train
24249,train
90623,train
82986,train
21383,train
32186,train
19107,train
14116,train
10283,train
37089,train
8526,train
47534,train
70718,train
12203,train
88830,train
35582,train
56623,train
2694,train
98297,train
86911,train
2364,train
26804,train
45156,train
36808,train
51792,train
7137,train
59525,train
60362,train
82498,train
76249,train
67847,train
81208,train
61334,train
42712,train
4019,train
71990,train
6380,train
84789,train
76960,train
8560,train
94959,train
10089,train
64907,train
83694,train
77352,train
56035,train
50117,train
35760,train
20405,train
55843,train
72427,train
10148,train
27507,train
39440,train
1690,train
46420,train
32949,train
23704,train
98198,train
95845,train
90224,train
57561,train
12381,train
46312,train
12104,train
83097,train
2453,train
43040,train
47212,train
79790,train
83549,train
34822,train
59491,train
2183,train
24586,train
18357,train
29577,train
95061,train
68041,train
43580,train
82871,train
59973,train
41103,train
11411,train
53298,train
66273,train
11271,train
54370,train
99662,train
14387,train
66725,train
10944,train
26328,train
11958,train
46920,train
7522,train
51442,train
2444,train
90662,train
43868,train
49743,train
74730,train
45300,train
33678,train
47076,train
65878,train
43724,train
52324,train
24721,train
75925,train
95752,train
84152,train
74711,train
76100,train
60478,train
50358,train
97884,train
24073,train
15740,train
75157,train
59318,train
41125,train
16782,train
1375,train
60541,train
18605,train
20509,train
40809,train
27562,train
81106,train
58397,train
52761,train
61250,train
33046,train
75918,train
37351,train
21711,train
30056,train
75313,train
89262,train
72568,train
14926,train
24343,train
33664,train
36874,train
72666,train
28632,train
35808,train
55597,train
65800,train
93518,train
26331,train
80420,train
16015,train
37146,train
90595,train
17155,train
11439,train
84171,train
69068,train
85788,train
30818,train
72815,train
49898,train
2257,train
24909,train
87124,train
3030,train
51316,train
62412,train
64182,train
61439,train
27529,train
87427,train
47362,train
43937,train
54345,train
71922,train
47427,train
99736,train
64250,train
31961,train
25877,train
65056,train
64649,train
279,train
27784,train
15328,train
71070,train
27573,train
34756,train
10013,train
2936,train
96683,train
51399,train
31287,train
26450,train
71982,train
26151,train
96271,train
43406,train
70588,train
20157,train
11314,train
97478,train
48070,train
76905,train
84998,train
10281,train
62087,train
51422,train
48418,train
78680,train
48780,train
73395,train
54568,train
65910,train
56583,train
4200,train
725,train
3584,train
69511,train
4969,train
68317,train
10303,train
96927,train
79082,train
13849,train
59482,train
29443,train
72465,train
37337,train
66340,train
41917,train
38396,train
97177,train
46474,train
58987,train
20175,train
49464,train
20217,train
43453,train
30506,train
44837,train
52643,train
8274,train
2278,train
70505,train
4376,train
10510,train
7629,train
60508,train
80005,train
22804,train
64050,train
33487,train
81070,train
4760,train
59933,train
40942,train
47926,train
67630,train
66399,train
83846,train
83263,train
69813,train
62043,train
69085,train
24132,train
93354,train
28249,train
1812,train
45472,train
97659,train
30979,train
53837,train
87550,train
36409,train
3788,train
90454,train
43384,train
89690,train
58384,train
43942,train
26292,train
84443,train
74483,train
44455,train
5963,train
93082,train
64947,train
18197,train
42081,train
91534,train
29466,train
46027,train
45910,train
40647,train
82031,train
56748,train
32320,train
34499,train
32547,train
80572,train
99334,train
58842,train
81040,train
52931,train
63908,train
74589,train
16870,train
11520,train
41518,train
73004,train
76959,train
80242,train
68672,train
56037,train
73226,train
77211,train
62749,train
60572,train
53243,train
65157,train
86701,train
41727,train
41209,train
5288,train
43095,train
56036,train
37012,train
19619,train
46145,train
10912,train
23747,train
50597,train
7464,train
23035,train
13654,train
11248,train
23899,train
32902,train
90961,train
60133,train
5734,train
28357,train
84790,train
10421,train
91671,train
14732,train
75036,train
28013,train
62855,train
87203,train
67418,train
84959,train
42608,train
80244,train
35717,train
9291,train
24434,train
77800,train
71039,train
98384,train
61903,train
95635,train
87110,train
47131,train
27621,train
76861,train
57345,train
71924,train
64548,train
12832,train
93246,train
96178,train
79314,train
1786,train
37343,train
72668,train
66115,train
99698,train
27466,train
45703,train
42486,train
75667,train
83515,train
36534,train
8472,train
75297,train
70082,train
25469,train
73892,train
35343,train
68221,train
12138,train
19230,train
77307,train
92335,train
52912,train
44812,train
78608,train
75787,train
96719,train
95649,train
42079,train
40670,train
55161,train
32416,train
38630,train
33475,train
42560,train
82691,train
22043,train
64239,train
50570,train
55805,train
99767,train
23626,train
51558,train
33098,train
91149,train
2323,train
76400,train
17841,train
87670,train
43464,train
47768,train
13182,train
35287,train
51298,train
99837,train
15579,train
58050,train
95467,train
11144,train
6199,train
75562,train
33848,train
73154,train
1087,train
67551,train
18458,train
77488,train
1662,train
72354,train
82441,train
7781,train
51701,train
21978,train
89576,train
36429,train
36647,train
62504,train
21889,train
39875,train
36556,train
76491,train
93863,train
64734,train
93384,train
10108,train
46111,train
84740,train
19002,train
97173,train
19923,train
54377,train
39216,train
9576,train
50315,train
58844,train
11751,train
81213,train
82419,train
3834,train
74697,train
24580,train
15286,train
95982,train
70472,train
17321,train
40227,train
10556,train
19138,train
24898,train
61743,train
96697,train
43380,train
27413,train
15246,train
2189,train
28122,train
82322,train
83903,train
27161,train
41914,train
40941,train
40192,train
46824,train
50069,train
71615,train
65694,train
84850,train
67137,train
93123,train
3902,train
18346,train
1512,train
49680,train
86630,train
71278,train
63336,train
5952,train
17222,train
99516,train
7886,train
49274,train
3143,train
32166,train
95653,train
76328,train
81770,train
93179,train
20988,train
72165,train
36787,train
16165,train
75621,train
16255,train
83121,train
75382,train
53408,train
16972,train
65245,train
88664,train
7268,train
85892,train
31201,train
43173,train
39472,train
65646,train
92063,train
61202,train
72210,train
39341,train
8919,train
31532,train
5601,train
20111,train
49614,train
53572,train
25391,train
63032,train
87081,train
25603,train
43907,train
22160,train
18457,train
86535,train
6605,train
19780,train
97788,train
87108,train
39115,train
69297,train
62015,train
4146,train
66301,train
91318,train
46634,train
69351,train
88509,train
547,train
60401,train
92957,train
82277,train
42420,train
4075,train
41169,train
83812,train
90399,train
43544,train
26385,train
44499,train
45908,train
61646,train
45359,train
22226,train
65347,train
55285,train
89094,train
96921,train
69468,train
83112,train
4665,train
23536,train
34676,train
80413,train
1778,train
50127,train
62012,train
20200,train
17474,train
10584,train
36108,train
38242,train
79109,train
23317,train
40681,train
92990,train
70203,train
51927,train
53887,train
72646,train
5648,train
4633,train
42729,train
72652,train
99512,train
6116,train
18404,train
21246,train
17144,train
86063,train
98410,train
76011,train
69939,train
74865,train
18614,train
8145,train
23316,train
29662,train
79391,train
7177,train
46365,train
80069,train
56984,train
69615,train
27462,train
29761,train
13391,train
80488,train
38219,train
91161,train
16976,train
80434,train
25300,train
47043,train
48383,train
70614,train
13978,train
58213,train
64340,train
62230,train
30624,train
78000,train
52282,train
97915,train
39438,train
8858,train
58385,train
81581,train
92524,train
5662,train
52356,train
17913,train
51662,train
82949,train
3026,train
72989,train
13133,train
36837,train
28301,train
5259,train
95344,train
40149,train
69863,train
96636,train
70319,train
19423,train
27681,train
80090,train
48327,train
14005,train
67102,train
95419,train
28488,train
45238,train
20846,train
47126,train
77119,train
25425,train
42391,train
40635,train
62922,train
71587,train
23722,train
86221,train
94521,train
36539,train
62771,train
76103,train
34084,train
51420,train
75758,train
51676,train
86591,train
82823,train
85437,train
69937,train
57988,train
42929,train
12705,train
74699,train
61310,train
71740,train
50886,train
75388,train
63296,train
76247,train
78435,train
34991,train
28884,train
6386,train
3076,train
38268,train
48206,train
57218,train
83688,train
37563,train
1845,train
53722,train
85964,train
36520,train
60718,train
52151,train
60911,train
72437,train
55328,train
98843,train
46647,train
73585,train
35750,train
81641,train
34587,train
45205,train
62369,train
36240,train
96151,train
25430,train
41021,train
1065,train
29423,train
31530,train
77187,train
49313,train
13341,train
42331,train
90332,train
15899,train
97839,train
40735,train
29613,train
12855,train
79302,train
74218,train
38494,train
33864,train
54182,train
15879,train
18373,train
32009,train
94208,train
17221,train
84423,train
91500,train
24577,train
3955,train
20366,train
13241,train
7691,train
50452,train
54769,train
13993,train
21014,train
50303,train
89246,train
92505,train
56269,train
41554,train
52207,train
77850,train
84605,train
94045,train
38757,train
70877,train
87399,train
15004,train
31806,train
90296,train
48941,train
84433,train
9745,train
65329,train
90475,train
8994,train
69272,train
55428,train
62883,train
48725,train
41489,train
93418,train
3830,train
89529,train
71683,train
20266,train
35787,train
57083,train
28527,train
81139,train
63953,train
70070,train
42767,train
11351,train
58499,train
15605,train
74087,train
68524,train
92850,train
86719,train
31630,train
45453,train
19311,train
60235,train
7449,train
23006,train
97150,train
30918,train
60991,train
4192,train
18499,train
87715,train
84571,train
82368,train
46486,train
82342,train
35970,train
65159,train
5850,train
23266,train
91406,train
63850,train
97922,train
62050,train
74667,train
96275,train
9929,train
5338,train
37052,train
75250,train
23740,train
23009,train
74466,train
54765,train
44854,train
96848,train
72256,train
46256,train
28663,train
56312,train
57426,train
62160,train
38027,train
79546,train
15831,train
64395,train
8368,train
5345,train
48570,train
5893,train
62424,train
98813,train
78954,train
79903,train
90899,train
22647,train
55278,train
10003,train
93181,train
23549,train
93007,train
24076,train
7423,train
18013,train
5537,train
78578,train
50663,train
68810,train
78265,train
97246,train
53980,train
49423,train
74615,train
83800,train
16364,train
80363,train
59163,train
94490,train
73908,train
41825,train
98654,train
15969,train
46093,train
13945,train
10974,train
82722,train
15952,train
37519,train
54677,train
80692,train
84120,train
86638,train
70504,train
26046,train
13337,train
14448,train
23768,train
490,train
97903,train
45100,train
66618,train
77470,train
11150,train
61025,train
27008,train
78144,train
45518,train
4692,train
3642,train
93712,train
65517,train
89908,train
18259,train
19654,train
88655,train
24282,train
68535,train
14978,train
63271,train
7761,train
37256,train
95318,train
56041,train
48283,train
18581,train
25077,train
21232,train
56405,train
52106,train
55889,train
47380,train
25072,train
24786,train
12088,train
54239,train
88226,train
9272,train
25051,train
48675,train
66665,train
82550,train
65412,train
60798,train
49178,train
90443,train
35814,train
2029,train
10468,train
59963,train
83214,train
40664,train
94803,train
84367,train
48668,train
19484,train
85208,train
87872,train
68674,train
90244,train
38903,train
14024,train
95094,train
56976,train
54578,train
62937,train
6799,train
26064,train
23068,train
12897,train
16230,train
49296,train
77592,train
55641,train
35856,train
24490,train
96504,train
21589,train
47991,train
99294,train
64302,train
60543,train
29391,train
90339,train
40159,train
91352,train
19749,train
12533,train
41885,train
94547,train
21724,train
21554,train
40247,train
48805,train
3178,train
5896,train
85631,train
53216,train
32233,train
44989,train
2424,train
98975,train
60830,train
13101,train
12475,train
5715,train
79961,train
69705,train
37925,train
58369,train
49856,train
74914,train
19373,train
40372,train
27025,train
26467,train
47087,train
4974,train
83369,train
26946,train
49591,train
19924,train
21583,train
19291,train
71266,train
11178,train
50555,train
51542,train
87485,train
28403,train
25009,train
4958,train
3129,train
34077,train
17252,train
99468,train
70925,train
12011,train
73845,train
80901,train
75770,train
50102,train
46398,train
98286,train
273,train
55381,train
8094,train
49226,train
18212,train
96950,train
34238,train
88486,train
89085,train
70633,train
98848,train
69555,train
39915,train
19326,train
67793,train
73791,train
93371,train
62085,train
18278,train
65521,train
51110,train
50573,train
56927,train
23048,train
95474,train
42683,train
44002,train
85352,train
33961,train
61978,train
55270,train
68637,train
15460,train
85494,train
33194,train
71094,train
17121,train
11675,train
55927,train
89947,train
81260,train
40520,train
73948,train
95836,train
43206,train
47544,train
73464,train
77293,train
19642,train
90120,train
78425,train
56973,train
16467,train
29803,train
64077,train
59039,train
49736,train
56172,train
27905,train
66677,train
8999,train
27351,train
61968,train
88281,train
33133,train
45304,train
48849,train
25793,train
58252,train
92726,train
67848,train
43760,train
24152,train
27614,train
31838,train
95405,train
15419,train
83978,train
94973,train
90562,train
82169,train
96672,train
22751,train
80398,train
90497,train
52881,train
42537,train
99141,train
29984,train
85796,train
79166,train
92492,train
19350,train
11923,train
3961,train
73787,train
5604,train
80111,train
60385,train
2966,train
67665,train
61296,train
