user,split
1688,train
75,train
1323,train
3994,train
516,train
1390,train
3505,train
4030,train
1879,train
3264,train
3704,train
250,train
1416,train
1260,train
3401,train
873,train
2188,train
2746,train
1593,train
2367,train
4028,train
631,train
2332,train
350,train
2113,train
2427,train
3843,train
3430,train
2337,train
209,train
2345,train
551,train
738,train
2928,train
4048,train
113,train
219,train
3857,train
1272,train
3634,train
1494,train
1397,train
3380,train
1620,train
880,train
2006,train
2742,train
131,train
2543,train
1473,train
2565,train
3481,train
1695,train
3663,train
2233,train
1823,train
2833,train
751,train
665,train
918,train
2210,train
3223,train
3804,train
860,train
3444,train
1226,train
2175,train
2807,train
2357,train
2711,train
1218,train
1429,train
480,train
472,train
3957,train
2341,train
685,train
3550,train
2193,train
1104,train
1999,train
2389,train
1986,train
3866,train
1789,train
3742,train
3311,train
2398,train
1309,train
3999,train
739,train
1044,train
849,train
3890,train
2287,train
1373,train
2353,train
2993,train
1984,train
3342,train
737,train
248,train
837,train
430,train
3106,train
1933,train
263,train
2703,train
1685,train
3730,train
3193,train
2878,train
3398,train
18,train
2343,train
2605,train
3759,train
3887,train
1266,train
483,train
3476,train
1961,train
756,train
871,train
127,train
2205,train
2029,train
3127,train
1919,train
3072,train
974,train
405,train
298,train
3038,train
2454,train
770,train
2866,train
1953,train
1819,train
2254,train
3542,train
3711,train
215,train
2429,train
1163,train
552,train
2444,train
2929,train
395,train
3633,train
3429,train
1171,train
1293,train
1624,train
874,train
586,train
3345,train
2668,train
763,train
3931,train
3702,train
2186,train
3052,train
2108,train
1821,train
1639,train
1271,train
1998,train
3584,train
3045,train
3823,train
241,train
3510,train
3987,train
3621,train
3026,train
3976,train
3470,train
1196,train
1033,train
3381,train
3261,train
1920,train
119,train
1359,train
2084,train
823,train
1418,train
1635,train
1568,train
1118,train
1767,train
3479,train
2922,train
2309,train
1444,train
3365,train
3291,train
1850,train
3113,train
3906,train
3317,train
1084,train
2551,train
486,train
354,train
413,train
1437,train
1926,train
2212,train
2599,train
2191,train
1116,train
1053,train
3272,train
1964,train
1407,train
1305,train
1376,train
3325,train
946,train
843,train
3168,train
312,train
3822,train
841,train
67,train
1332,train
2855,train
3177,train
1014,train
1176,train
2285,train
106,train
1770,train
3915,train
348,train
3454,train
1852,train
232,train
847,train
1973,train
2606,train
3194,train
90,train
342,train
2971,train
859,train
4047,train
911,train
2004,train
2381,train
1433,train
1257,train
1100,train
2728,train
3093,train
2409,train
3992,train
69,train
2884,train
1441,train
469,train
1004,train
3172,train
3391,train
1844,train
2161,train
1020,train
947,train
1663,train
1485,train
4052,train
3351,train
789,train
982,train
123,train
1018,train
2770,train
3953,train
2792,train
3717,train
1784,train
2615,train
1391,train
2658,train
2744,train
2564,train
780,train
2363,train
3498,train
4045,train
2923,train
331,train
3155,train
3803,train
1385,train
1702,train
1106,train
3443,train
3116,train
1976,train
2139,train
3235,train
3256,train
936,train
803,train
3664,train
1543,train
237,train
511,train
3598,train
1062,train
83,train
2296,train
3416,train
1643,train
1027,train
1945,train
2518,train
3722,train
2815,train
3897,train
2334,train
1251,train
1428,train
2273,train
319,train
1439,train
994,train
2906,train
1277,train
3981,train
3041,train
2352,train
585,train
87,train
1470,train
406,train
2456,train
3925,train
3075,train
2845,train
1404,train
2618,train
274,train
3585,train
157,train
487,train
1875,train
3972,train
1668,train
2172,train
920,train
267,train
379,train
99,train
283,train
3874,train
825,train
1586,train
3125,train
2160,train
3686,train
3529,train
1187,train
702,train
3455,train
2774,train
3881,train
2261,train
793,train
3230,train
3983,train
3293,train
1120,train
795,train
3453,train
3867,train
2302,train
3787,train
3811,train
3738,train
1276,train
1463,train
2799,train
1899,train
761,train
3163,train
2812,train
3445,train
3373,train
473,train
2583,train
1660,train
3327,train
2736,train
1583,train
3213,train
168,train
2998,train
2093,train
2031,train
3593,train
1461,train
3746,train
701,train
804,train
3929,train
624,train
1813,train
954,train
3377,train
2397,train
1112,train
2149,train
2962,train
541,train
845,train
146,train
3646,train
3154,train
1268,train
2989,train
2077,train
992,train
393,train
1097,train
1715,train
1045,train
2177,train
4034,train
2625,train
2219,train
3885,train
3104,train
3760,train
2832,train
3031,train
3703,train
1783,train
771,train
3750,train
2664,train
2898,train
983,train
1958,train
985,train
3294,train
3467,train
1781,train
26,train
4019,train
1975,train
784,train
2413,train
1072,train
1874,train
3496,train
1529,train
1542,train
1929,train
463,train
165,train
1651,train
531,train
1673,train
1290,train
3561,train
3353,train
1165,train
2945,train
1047,train
3022,train
3536,train
538,train
153,train
109,train
4060,train
1792,train
2537,train
872,train
1421,train
3977,train
2144,train
1722,train
3914,train
344,train
2503,train
2164,train
2200,train
3098,train
2295,train
2768,train
1086,train
330,train
266,train
425,train
3851,train
1711,train
2289,train
1057,train
2524,train
166,train
1866,train
412,train
3352,train
1785,train
2554,train
392,train
766,train
1744,train
3392,train
2091,train
120,train
1606,train
593,train
1436,train
2516,train
2520,train
785,train
347,train
3516,train
3400,train
629,train
2785,train
210,train
2650,train
2963,train
2286,train
2657,train
2776,train
1799,train
3656,train
3376,train
1869,train
897,train
2644,train
1237,train
3599,train
2069,train
848,train
927,train
1282,train
436,train
2311,train
776,train
1207,train
1906,train
800,train
1289,train
3250,train
2428,train
448,train
2019,train
1760,train
1438,train
3835,train
2109,train
2592,train
3660,train
1223,train
3253,train
1691,train
2851,train
1178,train
3635,train
798,train
408,train
387,train
2766,train
1401,train
1849,train
1318,train
1078,train
2683,train
1884,train
140,train
2791,train
2183,train
1762,train
2392,train
1224,train
898,train
733,train
195,train
556,train
3984,train
1367,train
2032,train
2244,train
3982,train
2890,train
3228,train
3408,train
963,train
3079,train
1701,train
3248,train
1358,train
2112,train
3331,train
3307,train
3130,train
710,train
2908,train
3973,train
376,train
2110,train
2045,train
3192,train
1375,train
2860,train
3698,train
2223,train
2056,train
1993,train
3678,train
543,train
2691,train
2008,train
3304,train
601,train
2076,train
1399,train
2021,train
1592,train
2834,train
3350,train
3748,train
2511,train
88,train
73,train
2590,train
3774,train
3324,train
2089,train
744,train
699,train
434,train
2996,train
2825,train
3404,train
2028,train
3773,train
2439,train
3050,train
544,train
2072,train
1239,train
304,train
198,train
1891,train
3845,train
3243,train
560,train
1914,train
2323,train
1140,train
506,train
587,train
3886,train
3559,train
1321,train
2494,train
1038,train
94,train
1718,train
3024,train
1246,train
1185,train
1040,train
3500,train
3015,train
252,train
2279,train
1172,train
532,train
3065,train
3218,train
3745,train
1395,train
2630,train
896,train
3393,train
2362,train
3410,train
1689,train
3932,train
2155,train
1706,train
3035,train
715,train
1468,train
2858,train
3768,train
273,train
143,train
2983,train
3547,train
1149,train
2411,train
1330,train
3133,train
2308,train
2660,train
3728,train
1922,train
639,train
2690,train
2470,train
972,train
1177,train
3078,train
246,train
265,train
1029,train
2017,train
3433,train
2619,train
2628,train
465,train
148,train
767,train
3020,train
2390,train
2234,train
3933,train
1612,train
3961,train
141,train
3641,train
4042,train
361,train
3462,train
846,train
1313,train
3540,train
2933,train
184,train
2883,train
101,train
3692,train
2360,train
2324,train
3302,train
878,train
602,train
3222,train
1403,train
1636,train
1910,train
1834,train
15,train
1010,train
3120,train
603,train
640,train
3379,train
2354,train
1698,train
2641,train
902,train
977,train
1650,train
1936,train
2330,train
3645,train
1386,train
1747,train
1812,train
2095,train
1898,train
3251,train
296,train
1304,train
3432,train
818,train
3795,train
821,train
2242,train
3215,train
2730,train
3955,train
4000,train
1588,train
1190,train
1059,train
2469,train
2680,train
3348,train
971,train
2874,train
1862,train
696,train
3147,train
679,train
56,train
3301,train
658,train
813,train
2198,train
1456,train
909,train
2986,train
3680,train
1340,train
1060,train
3997,train
2925,train
2519,train
1609,train
2120,train
1419,train
2301,train
1854,train
1894,train
2610,train
1203,train
2158,train
955,train
2322,train
2402,train
2206,train
2765,train
1704,train
1659,train
3385,train
900,train
1483,train
3849,train
726,train
1730,train
742,train
3273,train
3877,train
1981,train
477,train
1077,train
3788,train
2475,train
3363,train
791,train
3854,train
3654,train
853,train
1678,train
2795,train
2125,train
370,train
1665,train
1206,train
3724,train
1601,train
1870,train
3418,train
944,train
2280,train
1458,train
3949,train
608,train
1036,train
3859,train
2547,train
1459,train
2376,train
537,train
1335,train
2722,train
2447,train
1195,train
3440,train
1943,train
144,train
1757,train
2794,train
1868,train
1467,train
2146,train
1170,train
2386,train
152,train
964,train
879,train
464,train
1599,train
1122,train
3681,train
2804,train
2443,train
1213,train
1881,train
945,train
2264,train
455,train
3714,train
3732,train
1597,train
1138,train
300,train
2394,train
2342,train
4024,train
3170,train
2442,train
1605,train
1495,train
942,train
255,train
1825,train
258,train
1855,train
2483,train
1209,train
3985,train
2710,train
3560,train
2256,train
2057,train
3614,train
1582,train
1801,train
563,train
2232,train
3080,train
916,train
3070,train
3190,train
1093,train
2105,train
3527,train
864,train
3928,train
3507,train
4031,train
1924,train
3938,train
2714,train
3523,train
2385,train
2278,train
1471,train
2600,train
2123,train
2195,train
2321,train
3465,train
169,train
280,train
1903,train
3661,train
102,train
3043,train
759,train
2126,train
2719,train
336,train
2065,train
3123,train
3936,train
651,train
2723,train
2291,train
2875,train
1498,train
3908,train
810,train
260,train
691,train
2347,train
3424,train
1493,train
1450,train
2375,train
3901,train
3544,train
2819,train
3532,train
3674,train
2613,train
598,train
2272,train
3816,train
3196,train
4008,train
806,train
1780,train
3049,train
2331,train
2741,train
3016,train
2653,train
2073,train
1752,train
318,train
3412,train
3030,train
1264,train
2918,train
2176,train
2992,train
2960,train
2304,train
1648,train
268,train
3456,train
38,train
3357,train
3290,train
134,train
1816,train
657,train
3396,train
1888,train
1265,train
2194,train
2521,train
142,train
670,train
2030,train
1930,train
1043,train
1109,train
2482,train
2118,train
3562,train
2269,train
3924,train
86,train
2422,train
2980,train
3482,train
1613,train
857,train
2034,train
637,train
2022,train
2434,train
309,train
2695,train
427,train
1469,train
1803,train
894,train
3158,train
2487,train
546,train
3152,train
2496,train
2416,train
3415,train
1725,train
2586,train
1566,train
407,train
1765,train
3417,train
1570,train
1589,train
1297,train
2058,train
3889,train
3518,train
3573,train
2870,train
154,train
3474,train
3959,train
3320,train
2602,train
2675,train
1867,train
2643,train
3775,train
449,train
203,train
572,train
2531,train
2844,train
734,train
4010,train
2624,train
3226,train
2652,train
513,train
834,train
3182,train
208,train
1675,train
2419,train
234,train
2631,train
2217,train
2404,train
2171,train
1840,train
3245,train
2553,train
337,train
288,train
3586,train
3334,train
3853,train
3556,train
2216,train
1611,train
98,train
3541,train
10,train
1054,train
1546,train
3869,train
2585,train
502,train
2678,train
674,train
2036,train
2220,train
1049,train
656,train
1713,train
1916,train
1350,train
3995,train
3829,train
1133,train
2764,train
3145,train
362,train
1693,train
729,train
1558,train
3097,train
953,train
2350,train
1959,train
539,train
3979,train
3761,train
3991,train
180,train
659,train
3468,train
371,train
4003,train
3382,train
2300,train
1788,train
1662,train
2899,train
1587,train
3779,train
3140,train
378,train
4018,train
655,train
523,train
980,train
55,train
3388,train
1502,train
2249,train
115,train
3372,train
4062,train
2458,train
2271,train
357,train
390,train
3457,train
2507,train
51,train
1778,train
615,train
3868,train
1254,train
4064,train
2240,train
2372,train
2340,train
356,train
1201,train
3514,train
1492,train
1126,train
1963,train
501,train
1608,train
981,train
2701,train
2767,train
722,train
2166,train
831,train
3308,train
2024,train
2729,train
2530,train
3361,train
315,train
1676,train
3882,train
549,train
217,train
3968,train
307,train
3946,train
3173,train
2382,train
235,train
107,train
3971,train
1913,train
912,train
979,train
3014,train
4055,train
2972,train
3848,train
3094,train
755,train
2984,train
40,train
3725,train
1327,train
3121,train
3241,train
1790,train
3783,train
3539,train
754,train
3855,train
329,train
2784,train
3934,train
1574,train
2185,train
3883,train
3752,train
3637,train
967,train
1285,train
202,train
346,train
1882,train
284,train
1098,train
3653,train
976,train
1979,train
3109,train
4011,train
553,train
1671,train
3989,train
2712,train
1807,train
36,train
2948,train
302,train
2910,train
610,train
2557,train
1111,train
1134,train
717,train
1559,train
882,train
3799,train
2826,train
3648,train
2679,train
2956,train
3794,train
1905,train
3006,train
2824,train
1886,train
2601,train
1374,train
111,train
3930,train
3907,train
3965,train
1710,train
1090,train
1938,train
548,train
1191,train
3781,train
3279,train
1273,train
103,train
3060,train
2090,train
3941,train
2400,train
730,train
3616,train
2582,train
4065,train
3199,train
384,train
1320,train
579,train
150,train
1928,train
218,train
2532,train
1388,train
3335,train
3197,train
3782,train
1076,train
1354,train
819,train
1741,train
1016,train
2052,train
1890,train
334,train
1130,train
869,train
1917,train
2038,train
599,train
3389,train
1619,train
2025,train
2078,train
1814,train
2888,train
32,train
3515,train
1164,train
338,train
1853,train
2192,train
3797,train
664,train
394,train
1845,train
509,train
4056,train
3288,train
3319,train
2952,train
1846,train
1255,train
3921,train
921,train
3911,train
1369,train
3755,train
1482,train
1893,train
239,train
1301,train
3805,train
3212,train
3360,train
2130,train
3407,train
2955,train
3810,train
1180,train
1466,train
1303,train
2576,train
2333,train
3846,train
1683,train
489,train
747,train
1247,train
3117,train
3796,train
773,train
3499,train
2540,train
2395,train
2902,train
2581,train
460,train
1721,train
0,train
411,train
568,train
2462,train
1326,train
1909,train
1642,train
2892,train
1705,train
1184,train
3029,train
3677,train
3888,train
2771,train
1768,train
3405,train
569,train
2699,train
2208,train
2931,train
1256,train
117,train
20,train
2864,train
2573,train
1105,train
799,train
4005,train
3555,train
1006,train
179,train
189,train
2782,train
3460,train
1364,train
2533,train
802,train
3329,train
2418,train
852,train
3088,train
44,train
2310,train
383,train
25,train
3602,train
60,train
3157,train
728,train
2473,train
3137,train
1739,train
2835,train
3673,train
340,train
3187,train
2039,train
3956,train
1654,train
2761,train
875,train
2484,train
2268,train
1748,train
1426,train
2152,train
1652,train
1167,train
1680,train
727,train
2099,train
590,train
2793,train
2062,train
1957,train
2654,train
595,train
2704,train
2509,train
3537,train
790,train
276,train
136,train
931,train
1500,train
666,train
353,train
1996,train
1555,train
1121,train
1908,train
2048,train
1030,train
2646,train
1687,train
1518,train
3736,train
1153,train
254,train
2119,train
1585,train
471,train
1931,train
1108,train
1871,train
171,train
3605,train
3880,train
1216,train
1614,train
899,train
694,train
2315,train
138,train
3553,train
3437,train
3169,train
1581,train
2079,train
969,train
3578,train
575,train
3629,train
566,train
858,train
1443,train
2059,train
2749,train
228,train
3520,train
1510,train
673,train
2074,train
1577,train
3156,train
1425,train
2134,train
1681,train
1603,train
493,train
1772,train
236,train
3236,train
2935,train
630,train
3032,train
1708,train
4061,train
1360,train
21,train
997,train
269,train
3175,train
681,train
2924,train
1091,train
2252,train
547,train
292,train
1754,train
3210,train
1370,train
1382,train
3741,train
504,train
1571,train
1454,train
741,train
745,train
2821,train
3512,train
1766,train
2786,train
698,train
1017,train
2550,train
3948,train
2940,train
3583,train
3676,train
2436,train
126,train
306,train
259,train
2495,train
561,train
2101,train
3370,train
1288,train
3589,train
2823,train
2281,train
2307,train
3718,train
335,train
3610,train
380,train
200,train
703,train
187,train
3878,train
919,train
3594,train
3276,train
156,train
1035,train
1231,train
1074,train
12,train
648,train
3597,train
3744,train
3347,train
1162,train
222,train
1883,train
934,train
1453,train
2949,train
2387,train
2472,train
542,train
573,train
2369,train
618,train
2426,train
855,train
1848,train
1501,train
1541,train
1580,train
3346,train
2122,train
3239,train
66,train
3040,train
2306,train
1822,train
2579,train
4053,train
172,train
3081,train
1169,train
3007,train
2809,train
606,train
1151,train
2708,train
3538,train
3622,train
3682,train
2990,train
19,train
363,train
3023,train
524,train
1154,train
3464,train
3473,train
2088,train
1536,train
1235,train
1337,train
925,train
613,train
1787,train
1261,train
811,train
23,train
3966,train
2117,train
1644,train
2959,train
1398,train
2808,train
278,train
193,train
2705,train
1516,train
1607,train
1533,train
2939,train
1344,train
1977,train
2981,train
716,train
238,train
1380,train
2055,train
4038,train
2727,train
2916,train
3028,train
43,train
1667,train
1115,train
324,train
3789,train
317,train
1387,train
3574,train
14,train
3064,train
445,train
1192,train
197,train
1250,train
3252,train
3729,train
815,train
1166,train
2478,train
1415,train
3784,train
305,train
2655,train
1280,train
3650,train
91,train
1400,train
3265,train
3644,train
3089,train
1991,train
3053,train
3785,train
1424,train
1319,train
1600,train
467,train
508,train
2358,train
1197,train
1269,train
3267,train
431,train
520,train
53,train
62,train
33,train
2107,train
1474,train
3511,train
1295,train
2604,train
213,train
1159,train
3119,train
2,train
1085,train
1080,train
3435,train
1828,train
2075,train
3480,train
3013,train
1820,train
3201,train
474,train
2148,train
1061,train
1990,train
1336,train
2196,train
57,train
924,train
1520,train
1477,train
39,train
600,train
3834,train
3395,train
505,train
3697,train
3478,train
3343,train
647,train
1432,train
2867,train
3018,train
1817,train
2320,train
3198,train
1479,train
3864,train
3778,train
1384,train
1791,train
1554,train
1759,train
3378,train
2267,train
2245,train
3466,train
3321,train
3323,train
3091,train
2033,train
4039,train
711,train
1749,train
1625,train
1797,train
475,train
3974,train
3821,train
1423,train
868,train
243,train
3277,train
1147,train
2612,train
507,train
110,train
2953,train
923,train
2288,train
3420,train
3189,train
626,train
3208,train
3940,train
2843,train
1488,train
571,train
2050,train
225,train
636,train
3313,train
3535,train
457,train
999,train
1523,train
750,train
2468,train
3237,train
3406,train
1971,train
2850,train
1800,train
3314,train
2517,train
1794,train
3037,train
2227,train
1457,train
1497,train
4032,train
2541,train
3399,train
1729,train
2621,train
1838,train
2103,train
2145,train
2946,train
2745,train
3055,train
3289,train
684,train
2549,train
2539,train
420,train
2136,train
907,train
2763,train
1331,train
939,train
2181,train
3471,train
817,train
2370,train
3059,train
1079,train
3842,train
1024,train
96,train
3180,train
2893,train
3356,train
3815,train
1139,train
905,train
3387,train
3643,train
943,train
3832,train
808,train
3551,train
1887,train
1189,train
173,train
833,train
2733,train
1947,train
2010,train
922,train
3826,train
829,train
2522,train
97,train
112,train
2401,train
1590,train
421,train
2663,train
705,train
3701,train
695,train
484,train
2758,train
3942,train
226,train
3275,train
1640,train
632,train
11,train
3975,train
2403,train
1539,train
1851,train
2435,train
3238,train
1700,train
688,train
2116,train
2969,train
2012,train
2988,train
389,train
1740,train
61,train
2871,train
2957,train
1657,train
937,train
3355,train
128,train
3780,train
3970,train
1066,train
3439,train
2562,train
2805,train
2577,train
1934,train
3570,train
3503,train
2204,train
3448,train
6,train
1995,train
2904,train
1292,train
443,train
1003,train
1955,train
1506,train
3336,train
959,train
71,train
3964,train
2649,train
3870,train
3699,train
1150,train
2224,train
2525,train
229,train
382,train
2556,train
850,train
881,train
839,train
1234,train
3179,train
3087,train
311,train
2231,train
883,train
3509,train
1427,train
3217,train
3012,train
2329,train
3679,train
3292,train
3892,train
1156,train
388,train
3092,train
368,train
2901,train
426,train
3969,train
3552,train
583,train
308,train
3111,train
253,train
2312,train
3486,train
2199,train
3102,train
2913,train
3611,train
3171,train
1475,train
682,train
2696,train
2526,train
1907,train
3136,train
3062,train
3138,train
2561,train
2399,train
1560,train
2142,train
1563,train
1267,train
139,train
611,train
2319,train
1535,train
3912,train
1242,train
35,train
3255,train
245,train
3108,train
1202,train
2673,train
2674,train
2414,train
550,train
1446,train
2752,train
1102,train
3449,train
369,train
3580,train
3668,train
2914,train
796,train
950,train
1291,train
775,train
1876,train
1183,train
1522,train
1974,train
2371,train
968,train
3548,train
970,train
653,train
2837,train
3517,train
3836,train
244,train
1521,train
558,train
1462,train
3749,train
678,train
3005,train
3790,train
2384,train
588,train
24,train
4002,train
3707,train
1591,train
3188,train
891,train
3422,train
574,train
7,train
3167,train
1653,train
